Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR2,D
2499,0.8113,0.057395,0.5656,0.2242,0.597215,0.2465986,0.22663048,0.4964,0.8904,0.2255,0.7879442,0.57911572,0.6252,0.342823,0.742222222,0.2682,0.1815,0.365885,0.76057019,0.91731,0.07818,0.758352,0.7153,0.998064516,0.801129577,0.6736,0.393507014,0.422244489,0.398456914,0.601362725,0.72244489,0.28939525,0.1816875,0.291945125,0.56048,0.35514,0.40688,0.813997999,0.026384667,0.24205245,0.668890476,0.2846008,0.314036,0.0503272,0.7781456,0.0547144,0.3903232,0.1969896,0.4417256,0.3747184,0.4123064,0.4358504,0.3430696,0.3826,0.341455487,0.317141315,0.677971084
2500,0.8809,0.11737,0.4176425,0.296395,0.66305,0.2275334,0.146663883,0.5526,0.9802,0.3514,0.5148572,0.67122486,0.6167,0.3002244,0.692777778,0.1738,0.1395,0.421650556,0.747855952,0.982362143,0.32144,0.961016667,0.2637,0.866451613,0.874365313,0.5638,0.62002004,0.729599198,0.602204409,0.719699399,0.753266533,0.1182168,0.344625,0.643475825,0.69944,0.34818,0.72562,0.571923975,0.164878667,0.01830375,0.72418254,0.06024,0.4741224,0.232444,0.7855112,0.1476376,0.7510544,0.2287056,0.3170216,0.7277224,0.5847032,0.2173384,0.2250112,0.6979,-0.093298391,0.119580221,0.429516
2501,0.9368,0.01824,0.4699925,0.025045,0.62969,0.0734236,0.286897704,0.593533333,0.6654,0.2995,0.5577798,0.69419296,0.404,0.205539,0.888888889,0.3055,0.06375,0.333224444,0.982344115,0.974116429,0.23294,0.739467333,0.4773,0.917419355,0.799069819,0.6648,0.517755511,0.626793587,0.588296593,0.668717435,0.517314629,0.17224885,0.16125,0.348199863,0.4908,0.3296,0.30412,0.691827276,0.260510333,0.24073915,0.693322222,0.0297784,0.7977488,0.0648344,0.9995152,0.116052,0.501972,0.0894504,0.5432792,0.485228,0.5824568,0.613876,0.5456016,0.6033,0.061561442,0.198720028,0.520915213
2502,0.9506,0.19377,0.402895,0.30532,0.71762,0.1453718,0.102421712,0.7758,0.6904,0.1332,0.5161014,0.87841124,0.4808,0.3356588,0.700555556,0.1618,0.176,0.299565556,0.760770257,0.752845714,0.1324,0.729674667,0.3291,0.728709677,0.429458411,0.7111,0.484549098,0.427034068,0.692665331,0.615511022,0.735551102,0.321876,0.4018125,0.50124225,0.53706,0.3952,0.31698,0.779029677,0.292050667,0.15800305,0.83054127,0.1582632,0.4634504,0.2632432,0.9766416,0.2128464,0.6586216,0.1008488,0.6345688,0.456032,0.8331904,0.3523832,0.437924,0.7662,0.591848345,0.511846429,0.88365401
2503,0.7821,0.28545,0.29844,0.11631,0.374965,0.4188658,0.078045929,0.528066667,0.6652,0.2727,0.7578778,0.66648916,0.4406,0.1397046,0.835,0.2024,0.197,0.266905,0.776712237,0.760786429,0.1734,0.713587333,0.2609,0.999677419,0.423279134,0.8639,0.613867735,0.558136273,0.6950501,0.767915832,0.726232465,0.1206798,0.1975625,0.350410737,0.67094,0.58446,0.6661,0.537632544,0.109076667,0.11138185,0.666319048,0.3808672,0.6273032,0.162588,0.7368568,0.3774992,0.3803504,0.2885048,0.489336,0.3440744,0.7834928,0.4416736,0.3080592,0.6188,-0.071337216,0.139342919,0.450009511
2504,0.9298,0.03524,0.27755,0.223995,0.62218,0.1158662,0.051670146,0.594133333,0.86,0.2094,0.6374042,0.60871376,0.3064,0.1743644,0.833333333,0.1302,0.136,0.373586667,0.978509503,0.846302143,0.41966,0.857498667,0.2853,0.967419355,0.863151137,0.7196,0.510941884,0.546472946,0.665911824,0.574669339,0.624769539,0.19487765,0.3714375,0.665584713,0.6866,0.30908,0.74432,0.721120373,0.293870333,0.2967174,0.810703175,0.2908496,0.4044376,0.370148,0.69266,0.130724,0.6330808,0.2064056,0.2303184,0.4104288,0.8284168,0.2661432,0.2123912,0.4583,0.577602113,0.580161376,0.851491449
2505,0.784,0.31219,0.726585,0.003145,0.422465,0.1739694,0.191569937,0.628333333,0.9818,0.2703,0.7837972,0.71124146,0.4815,0.0279796,0.899444444,0.122,0.24825,0.189888889,0.666935645,0.762008571,0.4243,0.669347333,0.731,0.734193548,0.79151757,0.9153,0.513807615,0.653226453,0.450861723,0.685611222,0.501983968,0.3101768,0.10425,0.523596738,0.46626,0.5059,0.31212,0.891437146,0.380808,0.09545845,0.648868254,0.0496952,0.93806,0.2268648,0.6277224,0.2574736,0.315404,0.3003984,0.288848,0.5520648,0.4002328,0.3207704,0.4444376,0.6702,0.597092812,0.477650989,0.82793698
2506,0.8393,0.1196625,0.309745,0.3329,0.39706,0.0291652,0.185227557,0.8758,0.7532,0.3632,0.6054716,0.6236312,0.5996,0.1197606,0.918888889,0.3506,0.234,0.206147778,0.714561521,0.724137143,0.01448,0.656582667,0.589,0.97,0.49102218,0.5709,0.508096192,0.571442886,0.373246493,0.717114228,0.751362725,0.32988075,0.43425,0.517455388,0.49836,0.5564,0.41392,0.775168389,0.304181667,0.11679915,0.675503175,0.1557248,0.469728,0.0110472,0.8110992,0.0074376,0.6527832,0.1176984,0.3093776,0.390884,0.284272,0.4641344,0.3123336,0.4145,-0.228710965,0.07260468,0.396746548
2507,0.9221,0.38095,0.6260625,0.327225,0.708785,0.3140076,0.331139875,0.7894,0.8652,0.3328,0.5420208,0.9662582,0.543,0.344953,0.873333333,0.3143,0.00525,0.265621111,0.676825609,0.862946429,0.3022,0.773565333,0.474,0.900322581,0.498116838,0.6615,0.579118236,0.590180361,0.378897796,0.729338677,0.646593186,0.1707095,0.16175,0.263940588,0.58974,0.64388,0.66244,0.717259086,0.062170667,0.3226545,0.653093651,0.16666,0.5943448,0.2686,0.9946696,0.0325024,0.6252968,0.0004128,0.5284288,0.3365944,0.4235368,0.6754368,0.3282104,0.5516,0.018217441,0.174610464,0.487818009
2508,0.8401,0.190905,0.612545,0.13598,0.3637,0.223902,0.053006263,0.678866667,0.9444,0.1299,0.678668,0.5966378,0.5801,0.2926728,0.697777778,0.343,0.20275,0.236811667,0.69438146,0.839735714,0.16112,0.951574667,0.2977,0.687419355,0.544346913,0.8474,0.222645291,0.673827655,0.42759519,0.537354709,0.539278557,0.3542029,0.380625,0.398804562,0.48362,0.56898,0.58106,0.716352117,0.370699,0.08150495,0.880139683,0.0471568,0.6919664,0.3987152,0.8938704,0.001732,0.5528104,0.2070656,0.3480336,0.4183912,0.4878352,0.2043048,0.4407736,0.3435,0.406495435,0.441393941,0.876102393
2509,0.756,0.20542,0.5343875,0.25543,0.501555,0.1081494,0.323457203,0.847066667,0.8732,0.2868,0.5505224,0.66862026,0.373,0.1917912,0.700555556,0.366,0.25,0.176625,0.993644548,0.939757857,0.10576,0.660604667,0.5975,0.840322581,0.815776684,0.909,0.521282565,0.542304609,0.399338677,0.532705411,0.551142285,0.20673085,0.199,0.263449275,0.37128,0.3147,0.72732,0.704544848,0.005357667,0.22350245,0.999357143,0.1781808,0.6599488,0.4350936,0.9221712,0.053288,0.3134576,0.3218736,0.391276,0.3899192,0.3814208,0.4699576,0.5911968,0.5435,-0.276507823,0.366890125,0.802287701
2510,0.9466,0.0270275,0.72683,0.085075,0.33277,0.1392436,0.317281837,0.631666667,0.7266,0.2605,0.5959332,0.9882792,0.5218,0.1005912,0.925,0.188,0.127,0.390131111,0.714761587,0.975643571,0.428,0.698024667,0.6682,0.829032258,0.549382012,0.7049,0.543486974,0.755611222,0.694609218,0.587374749,0.658436874,0.2233561,0.178,0.302753875,0.46098,0.57692,0.35828,0.955021674,0.038111,0.21086225,0.836420635,0.0766424,0.7117416,0.2491832,0.9560944,0.0657184,0.7101888,0.0661584,0.5963496,0.7120384,0.6658472,0.2214976,0.3868328,0.7309,0.731821549,0.640604691,0.90645514
2511,0.8731,0.28335,0.3291625,0.359065,0.31598,0.2736076,0.030634656,0.558066667,0.6114,0.306,0.8696422,0.80690234,0.3435,0.0394038,0.987222222,0.3555,0.24925,0.26719,0.942994331,0.733147143,0.1046,0.950874667,0.4709,0.778709677,0.854454311,0.9811,0.236492986,0.564789579,0.486312625,0.603126253,0.623507014,0.2584538,0.3624375,0.31258005,0.53858,0.53706,0.57742,0.877355785,0.219063333,0.3059103,0.644642857,0.1104232,0.3426008,0.1795504,0.8178832,0.3153464,0.7077568,0.0473272,0.5703608,0.583432,0.7854584,0.5035112,0.573284,0.6821,-0.148231868,0.102336446,0.416934599
2512,0.7806,0.3452325,0.7209325,0.37042,0.453175,0.0346124,0.138480167,0.732133333,0.8792,0.2179,0.5845286,0.62789332,0.6188,0.3608308,0.827777778,0.1643,0.0735,0.234529444,0.707295765,0.750097143,0.39186,0.78021,0.5228,0.962903226,0.60751265,0.598,0.347114228,0.56749499,0.684388778,0.571923848,0.495831663,0.2444455,0.09325,0.733876463,0.52102,0.61542,0.37724,0.951840614,0.257477667,0.2358144,0.91577619,0.1723224,0.9154592,0.2719472,0.8682832,0.2287408,0.4664584,0.1292616,0.5561648,0.7489552,0.479412,0.5317952,0.5346096,0.6909,0.452031421,0.527384502,0.891147432
2513,0.7071,0.14201,0.607875,0.309175,0.42799,0.2813244,0.204592902,0.803666667,0.9724,0.26,0.723042,0.59379638,0.6208,0.3046778,0.859444444,0.3424,0.17,0.352193333,0.61366122,0.743225714,0.36846,0.641894,0.6924,0.962903226,0.472026759,0.7998,0.565490982,0.743126253,0.39997996,0.819058116,0.75246493,0.17840635,0.4284375,0.528509825,0.69642,0.37972,0.40348,0.62846949,0.083804,0.12106725,0.64831746,0.2929968,0.7795424,0.208564,0.6872328,0.1584376,0.7211352,0.1639512,0.5742912,0.3184984,0.3106648,0.3626432,0.3137584,0.4828,0.483560537,0.38666888,0.755735268
2514,0.9957,0.1962525,0.6845575,0.07534,0.441685,0.2515918,0.210601253,0.56,0.939,0.1731,0.7974826,0.62126338,0.3171,0.1046574,0.782222222,0.3441,0.15,0.251501667,0.805368456,0.703675,0.41758,0.960317333,0.6641,0.857741935,0.707754045,0.7777,0.61759519,0.734388778,0.355851703,0.837054108,0.48254509,0.27923535,0.3701875,0.4076481,0.65754,0.61872,0.38842,0.747009003,0.220680667,0.01091655,0.808498413,0.1881392,0.9044728,0.0255544,0.916744,0.1996008,0.753,0.0129672,0.5052784,0.745336,0.8292592,0.4915872,0.5052984,0.4441,0.100699614,0.457533332,0.836134424
2515,0.9425,0.082225,0.2974575,0.008215,0.39065,0.0981628,0.017611691,0.8622,0.64,0.0643,0.5868096,0.57106504,0.4262,0.2582064,0.938333333,0.0898,0.10875,0.239093333,0.763394465,0.956555,0.2663,0.852952667,0.5769,0.688709677,0.789915402,0.7309,0.574288577,0.65238477,0.643306613,0.551022044,0.501663327,0.2641495,0.2925625,0.334443238,0.68982,0.3834,0.71736,0.627559186,0.06581,0.3126408,0.779474603,0.2982696,0.6185144,0.2351224,0.8987168,0.0840584,0.3251336,0.2406,0.5240608,0.4881232,0.6119384,0.7053848,0.419808,0.6226,-1.106366112,0.327349083,0.768134609
2516,0.7899,0.0235875,0.4370575,0.13314,0.340725,0.0523156,0.01577453,0.6302,0.6408,0.3695,0.819877,0.62860366,0.5903,0.2268384,0.797777778,0.1295,0.251,0.401398333,0.933711237,0.842178571,0.24546,0.940558,0.2583,0.794193548,0.759248015,0.8663,0.529418838,0.437014028,0.733106212,0.711963928,0.666653307,0.2181222,0.1833125,0.722822088,0.43454,0.30986,0.61216,0.753367789,0.070258,0.0736253,0.873709524,0.1274112,0.8495416,0.0626024,0.9884664,0.1938952,0.6055944,0.3226992,0.28994,0.541448,0.6961712,0.5603576,0.275084,0.4037,0.147997506,0.241335016,0.575514897
2517,0.8658,0.0327575,0.5911625,0.172485,0.494045,0.0554932,0.29891858,0.841666667,0.79,0.3557,0.8149004,0.7986149,0.5503,0.055088,0.710555556,0.1633,0.2565,0.165072222,0.6178993,0.869971429,0.0022,0.753630667,0.2594,0.778064516,0.465389692,0.8321,0.52743487,0.756853707,0.359539078,0.718877756,0.473066132,0.18825835,0.092375,0.732648187,0.45456,0.3412,0.72488,0.680243414,0.341180667,0.11958985,0.99954127,0.3101808,0.4615672,0.0501048,0.7988864,0.3463208,0.4693776,0.081356,0.253468,0.6210728,0.6812904,0.3737352,0.609516,0.4817,0.582342061,0.513627618,0.835791829
2518,0.7612,0.227385,0.3085175,0.32905,0.64891,0.104064,0.04148643,0.826733333,0.8882,0.2027,0.67224,0.9468419,0.5647,0.2520102,0.71,0.2713,0.24875,0.339642222,0.906065355,0.839125,0.02142,0.920624,0.6196,0.807419355,0.805706886,0.9523,0.238917836,0.530240481,0.513266533,0.67498998,0.688156313,0.12745305,0.0973125,0.64888025,0.54084,0.65356,0.64034,0.887122374,0.017893,0.18508925,0.632887302,0.2215296,0.638604,0.2286504,0.7517824,0.1388752,0.4919992,0.2285408,0.5836824,0.75354,0.7298648,0.7100992,0.2309136,0.559,0.339241875,0.318107121,0.678086696
2519,0.735,0.12119,0.420345,0.333915,0.54265,0.2745154,0.175544885,0.730266667,0.6174,0.2355,0.7033432,0.88504122,0.3683,0.2851212,0.743333333,0.1019,0.295,0.17691,0.953687896,0.729635,0.02584,0.948602,0.5789,0.675483871,0.85651407,0.7246,0.360521042,0.390601202,0.583947896,0.663747495,0.662064128,0.31263975,0.3696875,0.722085088,0.51932,0.5235,0.7278,0.724981661,0.007379667,0.1949388,0.841196825,0.2557016,0.4009848,0.2578872,0.7510072,0.340004,0.4562424,8.24E-05,0.2661352,0.7470248,0.7865816,0.6443792,0.598728,0.6644,0.58864942,0.554627228,0.848033302
2520,0.9819,0.3557375,0.517675,0.076965,0.702375,0.2273066,0.038814196,0.868066667,0.6736,0.3442,0.6396852,0.9151128,0.5694,0.0384356,0.717222222,0.1184,0.203,0.371875,0.659873291,0.825228571,0.35388,0.655883333,0.5445,0.861290323,0.84850403,0.7033,0.590340681,0.719819639,0.77006012,0.733206413,0.77,0.07434465,0.2523125,0.439337463,0.57086,0.48518,0.411,0.565111704,0.039728667,0.2638856,0.793252381,0.201808,0.7899016,0.1344672,0.9002672,0.3271656,0.6761352,0.2870184,0.2927792,0.5892232,0.4752,0.6712768,0.2952352,0.4039,0.178364302,0.258374773,0.596368761
2521,0.9745,0.347335,0.7477225,0.204525,0.50067,0.2075604,0.333807933,0.470866667,0.6106,0.3504,0.5855654,0.55164874,0.4989,0.1844332,0.803888889,0.1917,0.251,0.176196667,0.781557186,0.962663571,0.28762,0.910307333,0.5506,0.728064516,0.852623548,0.9124,0.538877756,0.573106212,0.511523046,0.669839679,0.701422846,0.12329675,0.3006875,0.557497012,0.49496,0.30406,0.39278,0.904608203,0.300138,0.044405,0.966660317,0.371104,0.8934864,0.0762168,0.6662976,0.2161064,0.4868912,0.0453448,0.287756,0.5518232,0.3530624,0.5112752,0.2980848,0.6102,0.614721902,0.485866604,0.837301747
2522,0.7646,0.205995,0.5311925,0.33797,0.66084,0.0623022,0.096246347,0.7158,0.7908,0.3051,0.6403072,0.83507968,0.3637,0.3215236,0.787777778,0.089,0.2445,0.3308,0.861870624,0.95625,0.1968,0.83092,0.448,0.672258065,0.631085578,0.733,0.429358717,0.670701403,0.553507014,0.682865731,0.66507014,0.2144277,0.1923125,0.470781163,0.45058,0.3532,0.72974,0.909376459,0.002729333,0.0043502,0.949025397,0.1479144,0.8103048,0.1632576,0.7605056,0.123184,0.4462688,0.207396,0.2215824,0.591636,0.4120256,0.2264888,0.4312064,0.7511,0.676510714,0.674649513,0.89460732
2523,0.9372,0.108775,0.5869825,0.108805,0.37872,0.0645718,0.245661795,0.619933333,0.7544,0.1735,0.8136564,0.53294278,0.5701,0.1418344,0.776666667,0.1073,0.284,0.288726111,0.792050684,0.890128571,0.34576,0.860996,0.6083,0.920645161,0.784651507,0.8561,0.461242485,0.660721443,0.695490982,0.812625251,0.676292585,0.1480807,0.337,0.505418363,0.72664,0.41514,0.56478,0.668209403,0.089869667,0.20166935,0.91981746,0.2051272,0.4706696,0.0599248,0.8927072,0.3889104,0.308836,0.021392,0.2812048,0.5508584,0.3979864,0.4341864,0.2486224,0.5194,-0.199528085,0.416616251,0.830311652
2524,0.8004,0.16149,0.4284575,0.091565,0.36105,0.42454,0.057678497,0.670266667,0.8264,0.2414,0.5260544,0.5980585,0.491,0.3492128,0.922777778,0.2637,0.14325,0.175341111,0.732117372,0.895472857,0.40622,0.842810667,0.5277,0.747096774,0.501092178,0.7627,0.434408818,0.528577154,0.621783567,0.578036072,0.667915832,0.15208305,0.2115625,0.649125913,0.37922,0.44706,0.70836,0.53876959,0.132125333,0.00090285,0.960780952,0.0744944,0.840752,0.2152592,0.7040968,0.3827976,0.6537568,0.1642816,0.447404,0.6881512,0.6998216,0.2328672,0.3705488,0.3884,0.26751649,0.48693305,0.86518029
2525,0.7962,0.0031525,0.3716825,0.13963,0.658855,0.391176,0.257682672,0.868266667,0.8616,0.3351,0.8598966,0.74960048,0.5298,0.3273326,0.802222222,0.3406,0.05525,0.230108333,0.785995332,0.695275714,0.18244,0.913804,0.6371,0.994516129,0.518943421,0.6858,0.453987976,0.701302605,0.403687375,0.5401002,0.581322645,0.27677235,0.390125,0.677130438,0.44776,0.50628,0.41806,0.768809603,0.266171333,0.05737355,0.926430159,0.3537248,0.8329048,0.3317608,0.6465256,0.3145312,0.6479184,0.2098744,0.544808,0.3771312,0.5799296,0.628296,0.3605752,0.6046,0.390682605,0.330949784,0.695963655
2526,0.768,0.13456,0.7270775,0.20047,0.528065,0.2411514,0.165194154,0.690666667,0.7948,0.0937,0.6707884,0.80477128,0.3083,0.0051312,0.855555556,0.2476,0.02675,0.195736111,0.605388463,0.965259286,0.24382,0.664626,0.6929,0.952580645,0.652369553,0.8067,0.262885772,0.576653307,0.704629259,0.661963928,0.758476954,0.2070387,0.0891875,0.678850038,0.62714,0.42558,0.67046,0.889166389,0.250199,0.2594533,0.667238095,0.2596064,0.4223296,0.0612632,0.8068344,0.1753512,0.4433504,0.1109256,0.2539048,0.3636192,0.709368,0.6252456,0.3412376,0.4093,0.463797215,0.449615342,0.884310122
2527,0.7382,0.3631875,0.5995175,0.227645,0.34448,0.1356122,0.257181628,0.489733333,0.7096,0.075,0.698574,0.64328432,0.5269,0.210767,0.739444444,0.1789,0.177,0.243657222,0.666735579,0.947850714,0.14074,0.913629333,0.4184,0.988387097,0.778701226,0.8331,0.5749499,0.524629259,0.492825651,0.698136273,0.7649499,0.18133115,0.356625,0.5633927,0.49912,0.4968,0.35756,0.578962988,0.230789667,0.23482945,0.763493651,0.351772,0.493584,0.39202,0.8750672,0.10138,0.6659184,0.2764456,0.4045984,0.5872928,0.5970568,0.1704744,0.5323704,0.5415,0.475646883,0.42163901,0.875354042
2528,0.9193,0.0423075,0.5611775,0.13172,0.510395,0.204383,0.309436326,0.545466667,0.7094,0.2922,0.5005498,0.82513476,0.4238,0.1486116,0.918888889,0.1495,0.1855,0.237239444,0.751287096,0.726886429,0.14652,0.896493333,0.609,0.74516129,0.808911022,0.9218,0.423867735,0.543567134,0.69006012,0.5901002,0.627935872,0.22197065,0.1155,0.58427325,0.53518,0.58388,0.40128,0.847609203,0.291848333,0.04112185,0.816214286,0.2260208,0.9242488,0.2973904,0.7221248,0.0011208,0.2730792,0.0844952,0.3672528,0.3708576,0.4283104,0.355156,0.4338528,0.6291,0.302721482,0.308037365,0.658544261
2529,0.8776,0.183455,0.29721,0.26111,0.69641,0.3432862,0.204258873,0.773866667,0.6284,0.2495,0.7269818,0.85757422,0.4713,0.1124026,0.896666667,0.0973,0.14925,0.300421111,0.680456819,0.821716429,0.29966,0.965738,0.703,0.963548387,0.440214996,0.8253,0.51006012,0.7849499,0.615691383,0.737695391,0.72260521,0.2319766,0.398625,0.37915225,0.47212,0.4372,0.64908,0.916642214,0.047007,0.1832835,0.935063492,0.1563104,0.5011176,0.14518,0.7494568,0.3569176,0.5294584,0.1061344,0.3943336,0.309812,0.6245728,0.5758864,0.24964,0.6095,0.660487742,0.597060194,0.91894575
2530,0.7173,0.36548,0.34612,0.301875,0.33321,0.2854098,0.061686848,0.680133333,0.937,0.2252,0.6392704,0.61297588,0.3557,0.0674802,0.692222222,0.2007,0.20075,0.373158889,0.924024675,0.958998571,0.02862,0.977628667,0.6692,0.71,0.625363893,0.5824,0.622665331,0.736452906,0.721583166,0.638016032,0.739038076,0.3329595,0.3290625,0.425826513,0.59522,0.38418,0.69574,0.983634545,0.060351,0.2433657,0.751553968,0.171932,0.704836,0.0889384,0.9254672,0.3493776,0.5034312,0.1599864,0.3323088,0.59236,0.4928888,0.1751888,0.2270464,0.7181,0.338127873,0.332317275,0.68598944
2531,0.928,0.0233975,0.32646,0.31019,0.33012,0.0062416,0.236480167,0.880666667,0.9552,0.1941,0.710808,0.68543194,0.5347,0.3776766,0.892222222,0.1382,0.227,0.397262222,0.953081027,0.730703571,0.0198,0.946678,0.4948,0.741290323,0.858116238,0.9291,0.307975952,0.630741483,0.404549098,0.639779559,0.717234469,0.17794455,0.3366875,0.43565265,0.6158,0.44338,0.27374,0.549896632,0.068640333,0.1690017,0.693506349,0.366808,0.3642592,0.0242152,0.8083848,0.2540096,0.5588912,0.320552,0.242112,0.3238064,0.2890448,0.1909944,0.3976208,0.3983,0.371829967,0.360940842,0.713861769
2532,0.9553,0.0293175,0.28394,0.029915,0.66725,0.4095602,0.059682672,0.8626,0.7252,0.3469,0.5764418,0.62931402,0.5872,0.0456,0.958333333,0.3173,0.105,0.147387222,0.793057686,0.902345,0.12938,0.754330667,0.6186,0.88,0.526953461,0.6628,0.435951904,0.51006012,0.774208417,0.621623246,0.623046092,0.2208931,0.4344375,0.360236913,0.41924,0.3863,0.46178,0.626198733,0.258893,0.3218337,0.648133333,0.3839912,0.5215208,0.2036536,0.789776,0.1775928,0.5282424,0.2787584,0.2089152,0.5274536,0.6509664,0.4272536,0.2675528,0.5352,-0.212232139,0.075110821,0.396835297
2533,0.8785,0.0635075,0.309255,0.169035,0.35707,0.0613944,0.302588727,0.808066667,0.8146,0.2287,0.5125764,0.89474932,0.3088,0.0442446,0.801111111,0.1424,0.28275,0.164787222,0.845525175,0.711157143,0.27094,0.660779333,0.318,0.950645161,0.452115758,0.8531,0.444749499,0.517134269,0.693527054,0.587855711,0.638056112,0.3645167,0.307375,0.3757131,0.50724,0.5088,0.37116,0.871453818,0.199047333,0.10465135,0.876098413,0.1309264,0.7993184,0.0467568,0.7209616,0.0394312,0.5262968,0.105144,0.3552408,0.7110736,0.572068,0.6621264,0.361796,0.5637,0.7666196,0.724129604,0.935171752
2534,0.8208,0.22414,0.4808075,0.225215,0.606715,0.1814594,0.278551148,0.490133333,0.9144,0.1866,0.832733,0.87959512,0.4979,0.2266446,0.831666667,0.2483,0.1925,0.216416667,0.72666889,0.869818571,0.1039,0.899465333,0.3538,0.855483871,0.481638967,0.9398,0.53997996,0.532324649,0.348236473,0.654248497,0.467374749,0.33465285,0.425625,0.560444825,0.41396,0.63342,0.3544,0.754501501,0.125453333,0.1877158,0.856442857,0.0774232,0.4119712,0.2891328,0.6172552,0.3371512,0.6043776,0.0922584,0.497416,0.2967824,0.7144216,0.5614664,0.34368,0.7145,0.670075551,0.642585762,0.888572609
2535,0.9343,0.202175,0.4272275,0.09116,0.438815,0.4009356,0.156346555,0.667533333,0.9154,0.3023,0.7081124,0.80335058,0.4418,0.011521,0.693333333,0.1546,0.0455,0.143393889,0.703864622,0.951974286,0.16298,0.678090667,0.2972,0.687096774,0.503380732,0.6093,0.224188377,0.767054108,0.459338677,0.732224449,0.557134269,0.3192591,0.2879375,0.380871825,0.63374,0.37894,0.48898,0.776075358,0.286996,0.1149934,0.911734921,0.040908,0.4731808,0.3366704,0.6327624,0.3302224,0.4951616,0.0993616,0.466404,0.5308312,0.2912912,0.1987592,0.2360024,0.5475,0.401845139,0.357836497,0.716065353
2536,0.9259,0.133605,0.3131875,0.349125,0.55767,0.39163,0.012271399,0.7976,0.607,0.3044,0.7846266,0.69442974,0.3884,0.2585938,0.759444444,0.1665,0.29775,0.311545556,0.751893965,0.927999286,0.3416,0.651162,0.3934,0.726129032,0.621244375,0.798,0.629258517,0.623046092,0.417374749,0.676432866,0.651322645,0.20442175,0.111625,0.31405395,0.65564,0.3805,0.33034,0.926635545,0.387682333,0.00549935,0.763309524,0.1850152,0.8244296,0.0485424,0.9202328,0.288448,0.5129184,0.2146648,0.353712,0.6775344,0.5875104,0.2811168,0.3530432,0.6898,0.293066771,0.284466685,0.635600231
2537,0.8348,0.087955,0.38053,0.03032,0.34183,0.3693872,0.033139875,0.488,0.6076,0.1877,0.7699044,0.9551294,0.5579,0.2812486,0.977777778,0.3104,0.15825,0.230393333,0.962767589,0.992288571,0.23132,0.788428667,0.6337,0.701612903,0.670678586,0.8251,0.23496994,0.668617234,0.523927856,0.536873747,0.644529058,0.3512781,0.133,0.46120065,0.65772,0.61504,0.5388,0.863957986,0.261723333,0.0107524,0.664114286,0.0163048,0.7362256,0.23356,0.8310648,0.0704056,0.6914592,0.0792088,0.2274792,0.3020904,0.8404904,0.5872552,0.3467336,0.5806,0.570053855,0.478771719,0.821647788
2538,0.7439,0.1443,0.4522975,0.11144,0.587715,0.1086032,0.082889353,0.769066667,0.9312,0.2622,0.6656046,0.7332624,0.4206,0.0800662,0.773333333,0.2121,0.072,0.328232778,0.758149383,0.739713571,0.13472,0.703795333,0.5499,0.923548387,0.801587368,0.9757,0.622224449,0.397054108,0.505871743,0.747194389,0.72496994,0.17640515,0.319375,0.291699463,0.61806,0.58234,0.72052,0.531277092,0.158409,0.2021618,0.809049206,0.1680264,0.9066704,0.0909464,0.83184,0.1295008,0.3830256,0.1647776,0.3764248,0.7380976,0.3940552,0.5423328,0.4301888,0.3473,0.320683497,0.32412217,0.67530152
